NEW ENTRY
T: 70.05F | Pitch: 3.48 | Roll: 9.0 | Yaw: 0.85
T: 66.65F | Pitch: 4.58 | Roll: 6.19 | Yaw: -0.89
T: 68.13F | Pitch: 1.29 | Roll: 2.21 | Yaw: -0.5
T: 67.58F | Pitch: -1.26 | Roll: 8.49 | Yaw: -0.26
T: 65.15F | Pitch: 1.03 | Roll: 4.89 | Yaw: -0.49
T: 71.39F | Pitch: 4.51 | Roll: 0.78 | Yaw: -0.3
T: 68.45F | Pitch: 0.48 | Roll: 0.48 | Yaw: 0.12
T: 74.16F | Pitch: -1.26 | Roll: 2.64 | Yaw: 0.81
T: 68.96F | Pitch: -4.41 | Roll: 5.7 | Yaw: -0.93
T: 73.51F | Pitch: 1.61 | Roll: 5.13 | Yaw: -0.63
T: 72.73F | Pitch: 1.82 | Roll: 8.25 | Yaw: 0.38
T: 72.18F | Pitch: -4.91 | Roll: 7.34 | Yaw: 0.0
T: 71.58F | Pitch: -4.0 | Roll: 8.32 | Yaw: 0.57
T: 66.91F | Pitch: -3.08 | Roll: 5.5 | Yaw: 0.98
T: 70.99F | Pitch: 0.05 | Roll: 3.57 | Yaw: -0.9
T: 72.27F | Pitch: 2.11 | Roll: 1.0 | Yaw: -0.93
T: 70.46F | Pitch: -0.84 | Roll: 4.67 | Yaw: -0.22
T: 70.99F | Pitch: -2.19 | Roll: 8.54 | Yaw: 0.36
T: 72.77F | Pitch: 2.03 | Roll: 8.57 | Yaw: 0.03
T: 69.68F | Pitch: -2.88 | Roll: 5.04 | Yaw: 0.78
T: 74.12F | Pitch: 3.96 | Roll: 9.17 | Yaw: 0.33
T: 70.9F | Pitch: -0.16 | Roll: 3.22 | Yaw: 0.21
T: 74.21F | Pitch: -1.41 | Roll: 4.08 | Yaw: -0.04
T: 67.58F | Pitch: 1.52 | Roll: 0.61 | Yaw: -0.89
T: 72.93F | Pitch: -2.23 | Roll: 9.93 | Yaw: -0.66
T: 74.35F | Pitch: -2.9 | Roll: 3.01 | Yaw: 0.92
T: 66.29F | Pitch: -1.0 | Roll: 0.63 | Yaw: -0.71
T: 70.76F | Pitch: -3.03 | Roll: 3.81 | Yaw: 0.11
T: 74.23F | Pitch: 1.65 | Roll: 3.25 | Yaw: -0.5
T: 69.07F | Pitch: 3.96 | Roll: 0.2 | Yaw: 0.3
T: 67.54F | Pitch: 0.28 | Roll: 4.36 | Yaw: -0.06
T: 69.61F | Pitch: -4.37 | Roll: 9.72 | Yaw: -0.46
T: 70.44F | Pitch: 1.07 | Roll: 9.94 | Yaw: 0.26
T: 70.26F | Pitch: 4.34 | Roll: 0.34 | Yaw: -1.0
T: 69.77F | Pitch: -0.59 | Roll: 3.85 | Yaw: 0.21
T: 69.96F | Pitch: 0.26 | Roll: 5.52 | Yaw: -0.83
T: 66.43F | Pitch: -4.73 | Roll: 7.48 | Yaw: 0.2
T: 68.35F | Pitch: 3.6 | Roll: 9.26 | Yaw: -0.97
T: 73.68F | Pitch: -2.44 | Roll: 9.03 | Yaw: -0.35
T: 71.28F | Pitch: 3.47 | Roll: 1.95 | Yaw: 0.38
T: 74.13F | Pitch: -2.6 | Roll: 6.39 | Yaw: 0.33
T: 74.87F | Pitch: -0.2 | Roll: 4.87 | Yaw: -0.15
T: 68.64F | Pitch: 1.15 | Roll: 5.36 | Yaw: -0.91
T: 71.56F | Pitch: 2.3 | Roll: 5.72 | Yaw: -0.03
T: 73.22F | Pitch: -1.14 | Roll: 9.87 | Yaw: 0.76
T: 67.21F | Pitch: 3.62 | Roll: 8.56 | Yaw: -0.82
T: 68.8F | Pitch: 3.59 | Roll: 4.32 | Yaw: -0.02
T: 66.09F | Pitch: -2.88 | Roll: 1.53 | Yaw: -0.62
T: 67.52F | Pitch: 0.74 | Roll: 4.27 | Yaw: -0.98
T: 74.77F | Pitch: -4.63 | Roll: 9.61 | Yaw: 0.76
T: 72.5F | Pitch: -3.39 | Roll: 4.3 | Yaw: -0.64
T: 74.72F | Pitch: 1.17 | Roll: 8.64 | Yaw: 0.55
T: 69.61F | Pitch: 4.9 | Roll: 7.89 | Yaw: -0.69
T: 70.06F | Pitch: -3.22 | Roll: 6.35 | Yaw: -0.58
T: 73.62F | Pitch: -3.06 | Roll: 2.51 | Yaw: 0.45
T: 66.57F | Pitch: 2.47 | Roll: 5.58 | Yaw: -0.17
T: 73.08F | Pitch: 3.47 | Roll: 2.47 | Yaw: -0.85
T: 66.49F | Pitch: -0.73 | Roll: 7.44 | Yaw: 0.59
T: 74.7F | Pitch: -1.55 | Roll: 8.04 | Yaw: 0.14
T: 67.19F | Pitch: -0.68 | Roll: 5.2 | Yaw: -0.72
T: 71.76F | Pitch: -0.36 | Roll: 7.47 | Yaw: 0.75
T: 68.62F | Pitch: -2.64 | Roll: 7.18 | Yaw: 0.68
T: 73.59F | Pitch: 2.74 | Roll: 6.98 | Yaw: -0.73
T: 67.04F | Pitch: -0.61 | Roll: 2.1 | Yaw: 0.98
T: 66.77F | Pitch: -2.08 | Roll: 2.32 | Yaw: -0.36
T: 74.7F | Pitch: -3.16 | Roll: 1.5 | Yaw: 0.96
T: 65.52F | Pitch: -3.24 | Roll: 6.31 | Yaw: 0.6
T: 65.9F | Pitch: 1.33 | Roll: 6.68 | Yaw: 0.07
T: 66.57F | Pitch: 4.58 | Roll: 1.79 | Yaw: -0.24
T: 74.64F | Pitch: -1.09 | Roll: 4.35 | Yaw: -0.18
T: 68.69F | Pitch: -2.72 | Roll: 2.68 | Yaw: 0.69
T: 71.01F | Pitch: -3.61 | Roll: 5.11 | Yaw: -0.08
T: 65.75F | Pitch: -4.68 | Roll: 9.56 | Yaw: -0.64
T: 74.86F | Pitch: -4.07 | Roll: 7.78 | Yaw: 0.43
T: 73.14F | Pitch: -2.54 | Roll: 9.72 | Yaw: 0.77
T: 73.16F | Pitch: 1.71 | Roll: 0.7 | Yaw: 0.93
T: 68.58F | Pitch: -4.16 | Roll: 0.96 | Yaw: 0.33
T: 65.81F | Pitch: 4.95 | Roll: 0.51 | Yaw: 0.89
T: 71.32F | Pitch: -0.69 | Roll: 2.18 | Yaw: -0.67
T: 72.93F | Pitch: 1.13 | Roll: 0.5 | Yaw: 0.39
T: 68.06F | Pitch: 1.88 | Roll: 4.43 | Yaw: -0.17
T: 72.11F | Pitch: 0.97 | Roll: 4.31 | Yaw: 0.75
T: 67.7F | Pitch: 4.87 | Roll: 2.53 | Yaw: -0.99
T: 71.55F | Pitch: 3.31 | Roll: 6.32 | Yaw: 0.44
T: 67.89F | Pitch: 3.8 | Roll: 1.39 | Yaw: 0.47
T: 66.29F | Pitch: 1.8 | Roll: 8.45 | Yaw: -0.64
T: 73.99F | Pitch: -3.74 | Roll: 1.48 | Yaw: 0.12
T: 68.15F | Pitch: -3.3 | Roll: 4.96 | Yaw: -0.14
T: 67.09F | Pitch: 2.69 | Roll: 0.94 | Yaw: 0.51
T: 68.15F | Pitch: 4.72 | Roll: 1.01 | Yaw: -0.39
T: 73.68F | Pitch: 2.27 | Roll: 5.01 | Yaw: 0.64
T: 113.68F | Pitch: 18.09 | Roll: -7.7 | Yaw: 4.06
T: 73.78F | Pitch: -3.84 | Roll: 6.97 | Yaw: -0.33
T: 74.79F | Pitch: -0.68 | Roll: 3.32 | Yaw: 0.93
T: 71.29F | Pitch: -0.08 | Roll: 7.1 | Yaw: 0.25
T: 65.07F | Pitch: -3.86 | Roll: 3.0 | Yaw: 0.21
T: 70.72F | Pitch: 1.95 | Roll: 6.54 | Yaw: 0.81
T: 73.01F | Pitch: 1.31 | Roll: 6.53 | Yaw: 0.75
T: 66.3F | Pitch: -0.86 | Roll: 9.79 | Yaw: -0.83
T: 74.74F | Pitch: 4.89 | Roll: 5.88 | Yaw: 0.81
T: 67.73F | Pitch: -0.38 | Roll: 6.8 | Yaw: 0.3
T: 68.74F | Pitch: -1.97 | Roll: 5.0 | Yaw: 0.24
T: 73.88F | Pitch: 3.94 | Roll: 4.39 | Yaw: 0.27
T: 70.4F | Pitch: -2.13 | Roll: 2.96 | Yaw: -0.85
T: 73.31F | Pitch: -4.04 | Roll: 8.43 | Yaw: 0.31
T: 68.52F | Pitch: -2.72 | Roll: 6.9 | Yaw: 0.18
T: 71.76F | Pitch: -4.64 | Roll: 2.48 | Yaw: -0.8
T: 69.93F | Pitch: -0.05 | Roll: 9.84 | Yaw: -0.55
T: 73.24F | Pitch: -1.74 | Roll: 0.35 | Yaw: 0.48
T: 70.96F | Pitch: -2.97 | Roll: 4.58 | Yaw: 0.01
T: 66.07F | Pitch: -0.71 | Roll: 6.72 | Yaw: 0.75
T: 66.6F | Pitch: -2.28 | Roll: 3.35 | Yaw: -0.64
T: 70.14F | Pitch: 2.22 | Roll: 6.66 | Yaw: 0.52
T: 73.11F | Pitch: -3.15 | Roll: 8.83 | Yaw: -0.46
T: 69.38F | Pitch: -2.41 | Roll: 8.78 | Yaw: 0.35
T: 95.2F | Pitch: 6.3 | Roll: 3.58 | Yaw: 1.0
T: 69.11F | Pitch: -3.08 | Roll: 2.04 | Yaw: 0.09
T: 68.11F | Pitch: -3.44 | Roll: 8.66 | Yaw: -0.96
T: 71.74F | Pitch: -2.87 | Roll: 5.29 | Yaw: 0.55
T: 69.69F | Pitch: -0.51 | Roll: 5.14 | Yaw: 0.38
T: 118.19F | Pitch: 18.55 | Roll: 7.21 | Yaw: 4.97
T: 67.51F | Pitch: 4.32 | Roll: 2.41 | Yaw: -0.6
T: 71.41F | Pitch: -4.28 | Roll: 2.64 | Yaw: -0.08
T: 73.62F | Pitch: -2.41 | Roll: 1.58 | Yaw: -0.81
T: 68.36F | Pitch: 0.13 | Roll: 2.71 | Yaw: -0.17
T: 67.33F | Pitch: 2.04 | Roll: 8.35 | Yaw: -0.14
T: 68.3F | Pitch: -3.77 | Roll: 1.93 | Yaw: 0.98
T: 73.52F | Pitch: 2.64 | Roll: 7.26 | Yaw: -0.66
T: 69.22F | Pitch: 3.0 | Roll: 1.45 | Yaw: -0.1
T: 67.17F | Pitch: 2.17 | Roll: 6.14 | Yaw: 0.54
T: 66.19F | Pitch: -1.1 | Roll: 2.03 | Yaw: 0.23
T: 72.54F | Pitch: -3.95 | Roll: 4.71 | Yaw: -0.33
T: 68.98F | Pitch: 1.45 | Roll: 5.23 | Yaw: 0.53
T: 71.44F | Pitch: 4.37 | Roll: 3.32 | Yaw: -0.76
T: 74.15F | Pitch: -3.52 | Roll: 3.22 | Yaw: -0.83
T: 68.07F | Pitch: 2.91 | Roll: 4.44 | Yaw: 0.19
T: 67.56F | Pitch: -1.89 | Roll: 0.14 | Yaw: -0.6
T: 66.11F | Pitch: -3.03 | Roll: 2.36 | Yaw: -0.5
T: 70.57F | Pitch: -4.09 | Roll: 2.42 | Yaw: -0.13
T: 65.59F | Pitch: 0.87 | Roll: 6.01 | Yaw: 0.28
T: 66.17F | Pitch: -3.21 | Roll: 7.95 | Yaw: 0.61
T: 73.13F | Pitch: -2.81 | Roll: 5.46 | Yaw: -0.01
T: 72.1F | Pitch: 1.89 | Roll: 0.74 | Yaw: 0.46
T: 66.26F | Pitch: 2.89 | Roll: 1.95 | Yaw: -0.39
T: 69.93F | Pitch: -1.48 | Roll: 2.63 | Yaw: -0.1
T: 70.07F | Pitch: 0.79 | Roll: 8.67 | Yaw: -0.66
T: 70.43F | Pitch: 1.35 | Roll: 9.38 | Yaw: 0.72
T: 71.27F | Pitch: -3.6 | Roll: 4.43 | Yaw: -0.99
T: 71.74F | Pitch: -4.99 | Roll: 1.92 | Yaw: 0.43
T: 74.14F | Pitch: 2.55 | Roll: 1.3 | Yaw: -0.73
T: 67.63F | Pitch: 1.75 | Roll: 3.89 | Yaw: 0.82
T: 68.16F | Pitch: 3.84 | Roll: 9.09 | Yaw: -0.56
T: 66.74F | Pitch: -1.37 | Roll: 9.11 | Yaw: 0.95
T: 66.95F | Pitch: 1.72 | Roll: 2.86 | Yaw: 0.83
T: 73.29F | Pitch: 1.42 | Roll: 7.06 | Yaw: -0.44
T: 74.22F | Pitch: -1.24 | Roll: 6.17 | Yaw: 0.22
T: 69.47F | Pitch: 4.07 | Roll: 5.45 | Yaw: -0.12
T: 71.24F | Pitch: 2.88 | Roll: 9.88 | Yaw: 0.66
T: 66.89F | Pitch: -0.11 | Roll: 5.37 | Yaw: -0.12
T: 68.0F | Pitch: 1.73 | Roll: 0.76 | Yaw: 0.94
T: 70.18F | Pitch: 0.12 | Roll: 7.35 | Yaw: 0.09
T: 66.53F | Pitch: -3.12 | Roll: 9.95 | Yaw: 0.99
T: 74.51F | Pitch: 4.86 | Roll: 6.56 | Yaw: -0.83
T: 72.43F | Pitch: 1.68 | Roll: 9.25 | Yaw: 0.97
T: 73.39F | Pitch: -3.77 | Roll: 3.68 | Yaw: -0.71
T: 73.3F | Pitch: 1.64 | Roll: 3.28 | Yaw: 0.12
T: 73.35F | Pitch: 0.85 | Roll: 6.24 | Yaw: 0.54
T: 71.89F | Pitch: 0.43 | Roll: 8.53 | Yaw: 0.11
T: 69.99F | Pitch: -4.31 | Roll: 5.84 | Yaw: -0.18
T: 67.29F | Pitch: 4.02 | Roll: 3.14 | Yaw: -0.08
T: 72.85F | Pitch: -0.03 | Roll: 6.62 | Yaw: 0.38
T: 73.92F | Pitch: 1.34 | Roll: 9.37 | Yaw: -0.51
T: 66.96F | Pitch: -2.27 | Roll: 0.44 | Yaw: -0.48
T: 69.98F | Pitch: -0.29 | Roll: 6.9 | Yaw: -0.79
T: 68.27F | Pitch: -3.25 | Roll: 1.4 | Yaw: 0.94
T: 92.15F | Pitch: -6.2 | Roll: -8.13 | Yaw: 3.25
T: 73.15F | Pitch: -1.21 | Roll: 2.92 | Yaw: 0.36
T: 66.35F | Pitch: -2.46 | Roll: 6.0 | Yaw: 0.4
T: 72.3F | Pitch: -1.27 | Roll: 0.29 | Yaw: -0.43
T: 69.08F | Pitch: -2.94 | Roll: 8.05 | Yaw: 0.93
T: 68.22F | Pitch: 0.3 | Roll: 5.59 | Yaw: -0.54
T: 69.88F | Pitch: -4.2 | Roll: 1.96 | Yaw: 0.65
T: 72.36F | Pitch: 1.22 | Roll: 9.54 | Yaw: -0.6
T: 74.88F | Pitch: 3.56 | Roll: 9.78 | Yaw: 0.44
T: 74.42F | Pitch: 0.98 | Roll: 8.69 | Yaw: 0.46
T: 65.38F | Pitch: -2.83 | Roll: 7.74 | Yaw: 0.21
T: 74.87F | Pitch: -3.88 | Roll: 1.48 | Yaw: 0.15
T: 70.81F | Pitch: -1.81 | Roll: 9.27 | Yaw: -0.26
T: 70.89F | Pitch: -0.12 | Roll: 4.01 | Yaw: 0.09
T: 71.66F | Pitch: 3.37 | Roll: 3.21 | Yaw: 0.27
T: 68.34F | Pitch: -1.15 | Roll: 2.39 | Yaw: -0.8
T: 73.41F | Pitch: -0.37 | Roll: 7.45 | Yaw: -0.95
T: 71.8F | Pitch: -4.74 | Roll: 9.16 | Yaw: 0.4
T: 66.69F | Pitch: 2.66 | Roll: 6.98 | Yaw: 0.75
T: 69.52F | Pitch: -0.1 | Roll: 1.89 | Yaw: -0.73
T: 72.17F | Pitch: 2.42 | Roll: 6.78 | Yaw: -0.05
T: 69.61F | Pitch: -0.85 | Roll: 0.7 | Yaw: 0.58
T: 66.11F | Pitch: -2.32 | Roll: 7.01 | Yaw: -0.95
T: 66.7F | Pitch: 1.58 | Roll: 3.67 | Yaw: -0.04
T: 30.97F | Pitch: -13.02 | Roll: 4.74 | Yaw: -1.51
T: 73.07F | Pitch: -2.78 | Roll: 0.99 | Yaw: -0.38
T: 70.17F | Pitch: -2.6 | Roll: 1.45 | Yaw: -0.64
T: 72.58F | Pitch: -4.1 | Roll: 6.3 | Yaw: -0.57
T: 72.61F | Pitch: 3.82 | Roll: 9.17 | Yaw: 0.94
T: 68.47F | Pitch: 2.06 | Roll: 9.76 | Yaw: -0.31
T: 68.2F | Pitch: -3.99 | Roll: 2.39 | Yaw: -0.62
T: 71.23F | Pitch: -1.04 | Roll: 4.06 | Yaw: 0.87
T: 72.66F | Pitch: -3.89 | Roll: 6.48 | Yaw: 0.82
T: 74.19F | Pitch: -3.36 | Roll: 6.15 | Yaw: 0.0
T: 74.7F | Pitch: 2.32 | Roll: 4.92 | Yaw: 0.47
T: 68.13F | Pitch: 3.64 | Roll: 6.06 | Yaw: -0.78
T: 66.11F | Pitch: -4.82 | Roll: 3.25 | Yaw: 0.15
T: 71.43F | Pitch: -0.72 | Roll: 6.1 | Yaw: 0.94
T: 73.96F | Pitch: 3.68 | Roll: 9.59 | Yaw: -0.46
T: 65.43F | Pitch: -3.59 | Roll: 3.32 | Yaw: 0.32
T: 67.72F | Pitch: 4.0 | Roll: 1.15 | Yaw: 0.39
T: 72.61F | Pitch: 2.49 | Roll: 6.77 | Yaw: -0.75
T: 72.22F | Pitch: 1.36 | Roll: 1.48 | Yaw: 0.13
T: 71.16F | Pitch: -4.41 | Roll: 9.64 | Yaw: 0.05
T: 65.13F | Pitch: -2.46 | Roll: 6.83 | Yaw: 0.81
T: 73.75F | Pitch: 1.3 | Roll: 2.09 | Yaw: 0.77
T: 72.86F | Pitch: 3.53 | Roll: 2.72 | Yaw: 0.79
T: 71.18F | Pitch: -2.83 | Roll: 2.42 | Yaw: -0.33
T: 70.98F | Pitch: -4.92 | Roll: 3.41 | Yaw: 0.51
T: 72.28F | Pitch: -1.66 | Roll: 3.77 | Yaw: 0.4
T: 73.22F | Pitch: 3.47 | Roll: 2.22 | Yaw: -0.74
T: 31.9F | Pitch: -15.15 | Roll: 28.07 | Yaw: 2.11
T: 70.21F | Pitch: -4.76 | Roll: 7.02 | Yaw: -0.33
T: 70.34F | Pitch: 0.93 | Roll: 8.48 | Yaw: 0.27
T: 70.86F | Pitch: 3.11 | Roll: 0.04 | Yaw: -0.49
T: 73.72F | Pitch: 3.38 | Roll: 6.62 | Yaw: -0.65
T: 65.28F | Pitch: -0.41 | Roll: 0.3 | Yaw: 0.07
T: 67.81F | Pitch: 0.45 | Roll: 6.15 | Yaw: 0.03
T: 67.66F | Pitch: -1.59 | Roll: 2.57 | Yaw: 0.85
T: 111.81F | Pitch: 14.15 | Roll: 4.93 | Yaw: -1.88
T: 69.65F | Pitch: 4.66 | Roll: 9.46 | Yaw: 0.73
T: 66.44F | Pitch: -1.62 | Roll: 6.95 | Yaw: 0.12
T: 74.86F | Pitch: -2.42 | Roll: 5.87 | Yaw: -0.99
T: 72.15F | Pitch: 2.15 | Roll: 6.04 | Yaw: -0.89
T: 66.25F | Pitch: 2.71 | Roll: 6.43 | Yaw: -0.83
T: 67.76F | Pitch: -4.41 | Roll: 8.48 | Yaw: -0.62
T: 74.68F | Pitch: 4.33 | Roll: 4.59 | Yaw: 0.14
T: 73.8F | Pitch: 0.75 | Roll: 1.39 | Yaw: 0.91
T: 73.28F | Pitch: -3.02 | Roll: 8.1 | Yaw: -0.79
T: 66.07F | Pitch: 0.16 | Roll: 7.42 | Yaw: 0.52
T: 71.45F | Pitch: -4.91 | Roll: 5.52 | Yaw: 0.39
T: 67.84F | Pitch: 0.35 | Roll: 2.94 | Yaw: 0.95
T: 73.16F | Pitch: -3.36 | Roll: 5.66 | Yaw: 0.14
T: 67.49F | Pitch: 0.52 | Roll: 2.39 | Yaw: -0.95
T: 67.14F | Pitch: -3.98 | Roll: 7.06 | Yaw: -0.86
T: 72.16F | Pitch: -4.06 | Roll: 2.33 | Yaw: -0.1
T: 65.88F | Pitch: -3.24 | Roll: 4.29 | Yaw: 0.85
T: 67.94F | Pitch: 2.5 | Roll: 6.29 | Yaw: 0.11
T: 65.07F | Pitch: -4.92 | Roll: 8.09 | Yaw: -0.87
T: 73.32F | Pitch: -1.5 | Roll: 9.49 | Yaw: -0.04
T: 68.17F | Pitch: -2.63 | Roll: 9.03 | Yaw: -0.5
T: 66.13F | Pitch: 0.07 | Roll: 2.11 | Yaw: -0.72
T: 69.35F | Pitch: 2.09 | Roll: 9.23 | Yaw: -0.74
T: 74.51F | Pitch: 2.54 | Roll: 6.39 | Yaw: 0.18
T: 68.37F | Pitch: 0.81 | Roll: 7.98 | Yaw: -0.79
T: 69.62F | Pitch: -1.18 | Roll: 8.75 | Yaw: 0.85
T: 74.83F | Pitch: -1.85 | Roll: 0.63 | Yaw: -0.52
T: 74.53F | Pitch: 3.21 | Roll: 4.78 | Yaw: 0.16
T: 72.19F | Pitch: -0.51 | Roll: 0.04 | Yaw: -0.73
T: 70.1F | Pitch: 2.73 | Roll: 8.35 | Yaw: -0.64
T: 67.3F | Pitch: -1.86 | Roll: 4.95 | Yaw: 0.05
T: 68.85F | Pitch: -1.8 | Roll: 4.04 | Yaw: -0.16
T: 69.32F | Pitch: -1.84 | Roll: 5.34 | Yaw: -0.18
T: 73.34F | Pitch: 0.52 | Roll: 0.26 | Yaw: 0.24
T: 72.19F | Pitch: 0.22 | Roll: 7.47 | Yaw: -0.92
T: 69.35F | Pitch: -2.53 | Roll: 1.01 | Yaw: -0.69
T: 72.33F | Pitch: -2.08 | Roll: 2.04 | Yaw: 0.42
T: 72.01F | Pitch: 0.02 | Roll: 7.99 | Yaw: -0.2
T: 68.38F | Pitch: 4.34 | Roll: 7.01 | Yaw: -0.98
T: 66.27F | Pitch: 1.0 | Roll: 5.3 | Yaw: -0.69
T: 67.69F | Pitch: -3.46 | Roll: 1.45 | Yaw: -0.62
T: 72.72F | Pitch: 1.03 | Roll: 8.39 | Yaw: 0.44
T: 66.83F | Pitch: -0.19 | Roll: 1.77 | Yaw: -0.65
T: 74.31F | Pitch: 1.79 | Roll: 2.55 | Yaw: -0.64
T: 69.55F | Pitch: 4.16 | Roll: 8.0 | Yaw: 0.19
T: 70.44F | Pitch: -3.6 | Roll: 2.72 | Yaw: -0.05
T: 73.7F | Pitch: -1.71 | Roll: 2.24 | Yaw: 0.79
T: 109.28F | Pitch: -23.39 | Roll: 23.02 | Yaw: 3.81
T: 71.85F | Pitch: 2.77 | Roll: 6.52 | Yaw: 0.05
T: 74.06F | Pitch: 0.35 | Roll: 7.54 | Yaw: -0.72
T: 69.12F | Pitch: 1.68 | Roll: 3.92 | Yaw: 0.03
T: 70.19F | Pitch: 4.86 | Roll: 2.89 | Yaw: -0.69
T: 73.17F | Pitch: 4.74 | Roll: 2.57 | Yaw: -0.73
T: 69.06F | Pitch: -4.57 | Roll: 4.23 | Yaw: 0.37
T: 68.95F | Pitch: 0.7 | Roll: 2.55 | Yaw: -0.74
T: 72.2F | Pitch: -1.91 | Roll: 8.57 | Yaw: -0.54
T: 67.84F | Pitch: 4.51 | Roll: 7.13 | Yaw: 0.24
T: 72.51F | Pitch: -2.67 | Roll: 3.13 | Yaw: 0.09
T: 72.99F | Pitch: 1.46 | Roll: 6.15 | Yaw: 0.6
T: 67.06F | Pitch: -1.56 | Roll: 0.54 | Yaw: -0.73
T: 66.11F | Pitch: -4.26 | Roll: 7.64 | Yaw: 0.07
T: 67.91F | Pitch: -3.57 | Roll: 9.37 | Yaw: -0.8
T: 73.33F | Pitch: -0.11 | Roll: 7.14 | Yaw: 0.06
T: 70.16F | Pitch: -4.51 | Roll: 0.57 | Yaw: 1.0
T: 65.25F | Pitch: -1.25 | Roll: 5.41 | Yaw: -0.19
T: 72.03F | Pitch: 3.43 | Roll: 6.62 | Yaw: -0.81
T: 69.31F | Pitch: -0.5 | Roll: 3.48 | Yaw: -0.76
T: 66.71F | Pitch: -2.99 | Roll: 0.77 | Yaw: 0.04
T: 72.56F | Pitch: -2.76 | Roll: 6.13 | Yaw: 0.36
T: 71.04F | Pitch: -0.5 | Roll: 9.1 | Yaw: -0.42
T: 70.57F | Pitch: 4.77 | Roll: 8.96 | Yaw: -0.09
T: 67.79F | Pitch: 4.88 | Roll: 0.67 | Yaw: -0.76
T: 73.38F | Pitch: 4.54 | Roll: 1.83 | Yaw: 0.8
T: 74.55F | Pitch: 3.21 | Roll: 0.66 | Yaw: 0.25
T: 65.08F | Pitch: -0.86 | Roll: 0.41 | Yaw: 0.78
T: 72.65F | Pitch: 2.19 | Roll: 2.89 | Yaw: 0.03
T: 71.76F | Pitch: -3.08 | Roll: 4.35 | Yaw: -0.72
T: 74.6F | Pitch: 2.29 | Roll: 7.98 | Yaw: -0.19
T: 68.08F | Pitch: 3.54 | Roll: 8.84 | Yaw: 0.5
T: 70.6F | Pitch: 2.16 | Roll: 1.0 | Yaw: -0.78
T: 68.36F | Pitch: 3.32 | Roll: 4.99 | Yaw: 0.41
T: 66.4F | Pitch: 0.47 | Roll: 6.01 | Yaw: 0.77
T: 68.51F | Pitch: 2.88 | Roll: 3.32 | Yaw: -0.96
T: 67.03F | Pitch: 2.88 | Roll: 9.8 | Yaw: 0.37
T: 71.26F | Pitch: 2.36 | Roll: 6.54 | Yaw: 0.27
T: 65.81F | Pitch: -3.71 | Roll: 4.49 | Yaw: -0.83
T: 73.06F | Pitch: -4.65 | Roll: 4.12 | Yaw: -0.57
T: 74.18F | Pitch: 1.39 | Roll: 3.9 | Yaw: -0.67
T: 69.28F | Pitch: 1.47 | Roll: 8.3 | Yaw: -0.83
T: 73.3F | Pitch: -0.11 | Roll: 8.87 | Yaw: 0.64
T: 71.8F | Pitch: 4.4 | Roll: 9.52 | Yaw: 0.9
T: 66.45F | Pitch: -2.58 | Roll: 8.6 | Yaw: -0.48
T: 73.24F | Pitch: 2.68 | Roll: 7.29 | Yaw: 0.93
T: 74.33F | Pitch: -1.77 | Roll: 2.75 | Yaw: -0.13
T: 70.16F | Pitch: 3.13 | Roll: 7.24 | Yaw: -0.95
T: 70.2F | Pitch: 4.83 | Roll: 1.58 | Yaw: -0.71
T: 67.12F | Pitch: 0.35 | Roll: 1.45 | Yaw: -0.94
T: 72.42F | Pitch: -2.41 | Roll: 9.25 | Yaw: 0.74
T: 67.76F | Pitch: -2.58 | Roll: 3.85 | Yaw: 0.25
T: 68.08F | Pitch: -1.91 | Roll: 2.16 | Yaw: 0.15
T: 72.87F | Pitch: -2.13 | Roll: 8.98 | Yaw: 0.11
T: 65.24F | Pitch: 2.16 | Roll: 9.89 | Yaw: 0.62
T: 73.76F | Pitch: -3.23 | Roll: 3.81 | Yaw: -0.71
T: 67.56F | Pitch: -2.39 | Roll: 2.8 | Yaw: -0.15
T: 66.51F | Pitch: 1.28 | Roll: 5.66 | Yaw: 0.98
T: 66.87F | Pitch: -2.28 | Roll: 8.57 | Yaw: 0.38
T: 68.23F | Pitch: -4.34 | Roll: 9.15 | Yaw: 0.8
T: 43.4F | Pitch: -5.59 | Roll: 6.76 | Yaw: 1.01
T: 74.7F | Pitch: -3.65 | Roll: 0.58 | Yaw: 0.74
T: 66.94F | Pitch: -3.36 | Roll: 9.86 | Yaw: -0.19
T: 65.47F | Pitch: -1.11 | Roll: 2.3 | Yaw: -0.42
T: 73.04F | Pitch: -3.73 | Roll: 5.08 | Yaw: 0.77
T: 69.24F | Pitch: -0.39 | Roll: 4.17 | Yaw: 0.89
T: 68.46F | Pitch: 1.12 | Roll: 4.41 | Yaw: -0.91
T: 73.73F | Pitch: 3.21 | Roll: 1.79 | Yaw: -0.85
T: 67.5F | Pitch: 3.8 | Roll: 2.8 | Yaw: -0.55
T: 69.74F | Pitch: 1.2 | Roll: 3.59 | Yaw: -0.95
T: 72.51F | Pitch: -0.23 | Roll: 4.25 | Yaw: 0.37
T: 66.72F | Pitch: 4.32 | Roll: 6.67 | Yaw: -0.2
T: 74.88F | Pitch: 2.26 | Roll: 4.39 | Yaw: -0.86
T: 68.32F | Pitch: 2.08 | Roll: 8.12 | Yaw: 0.38
T: 68.3F | Pitch: -1.87 | Roll: 4.51 | Yaw: 0.12
T: 65.85F | Pitch: 4.46 | Roll: 0.48 | Yaw: 0.29
